ID,Source IP,Destination IP,TTL,TOS,Source Port,Destination Port,Flags,Protocol
ID,Source IP,Destination IP,TTL,TOS,Source Port,Destination Port,Flags,Protocol
ID,Source IP,Destination IP,TTL,TOS,Source Port,Destination Port,Flags,Protocol
10498,44.215.138.240,10.0.2.15,64,0,443,36872,-A-,TCP
51522,10.0.2.15,44.215.138.240,64,0,36872,443,-A-,TCP
1681,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
10501,44.215.138.240,10.0.2.15,64,0,443,36872,-A-,TCP
10502,10.206.133.89,10.0.2.15,64,0,53,52067,-,UDP
10503,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
10504,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
10505,10.206.133.89,10.0.2.15,64,0,53,51396,-,UDP
51523,10.0.2.15,44.215.138.240,64,0,36872,443,-A-,TCP
0,10.0.2.15,69.192.119.154,64,0,39333,443,-,UDP
2385,10.0.2.15,44.215.141.185,64,0,60250,443,S--,TCP
48563,10.0.2.15,44.215.141.185,64,0,60256,443,S--,TCP
51524,10.0.2.15,44.215.138.240,64,0,36872,443,-A-,TCP
10506,44.215.138.240,10.0.2.15,64,0,443,36872,-A-,TCP
6259,10.0.2.15,34.107.243.93,64,0,53460,443,S--,TCP
10507,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
10508,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
10509,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10510,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10511,34.107.243.93,10.0.2.15,64,0,443,53460,SA-,TCP
13327,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
13328,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
19446,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
19447,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
6260,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
10512,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
10514,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
10515,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
13329,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
12085,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
19448,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
6261,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
10517,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
10518,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
10519,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
10520,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
12086,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
12087,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
13330,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
10522,69.192.119.154,10.0.2.15,64,0,443,39333,-,UDP
10523,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
10524,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
10525,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
1683,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
1684,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
10526,44.215.141.185,10.0.2.15,64,0,443,60250,SA-,TCP
10527,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
10529,44.215.138.240,10.0.2.15,64,0,443,36872,-A-,TCP
10530,44.215.141.185,10.0.2.15,64,0,443,60256,SA-,TCP
2386,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
1685,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
48564,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
10531,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
10532,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
6263,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
6264,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
10533,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
6265,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
19449,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10534,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
51525,10.0.2.15,44.215.138.240,64,0,36872,443,-A-,TCP
10535,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
12088,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
10536,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
0,10.0.2.15,69.192.119.154,64,0,39333,443,-,UDP
0,10.0.2.15,69.192.119.154,64,0,39333,443,-,UDP
10537,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
19450,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
13331,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
1686,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
10538,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
10539,69.192.119.154,10.0.2.15,64,0,443,39333,-,UDP
10540,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
12089,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
10541,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
1687,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
38004,10.0.2.15,54.239.17.248,64,0,33464,443,-A-,TCP
10542,54.239.17.248,10.0.2.15,64,0,443,33464,-A-,TCP
11312,10.0.2.15,10.206.133.89,64,0,50559,53,-,UDP
2387,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
48565,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
10543,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10544,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10545,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
10546,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
50214,10.0.2.15,10.206.133.89,64,0,35271,53,-,UDP
20406,10.0.2.15,10.206.133.89,64,0,49594,53,-,UDP
50252,10.0.2.15,10.206.133.89,64,0,33398,53,-,UDP
9574,10.0.2.15,10.206.133.89,64,0,36271,53,-,UDP
54482,10.0.2.15,10.206.133.89,64,0,39462,53,-,UDP
526,10.0.2.15,10.206.133.89,64,0,38890,53,-,UDP
1858,10.0.2.15,54.239.17.248,64,0,33468,443,-A-,TCP
10547,54.239.17.248,10.0.2.15,64,0,443,33464,-A-,TCP
10548,54.239.17.248,10.0.2.15,64,0,443,33468,-A-,TCP
38005,10.0.2.15,54.239.17.248,64,0,33464,443,-A-,TCP
8460,10.0.2.15,10.206.133.89,64,0,51710,53,-,UDP
18993,10.0.2.15,10.206.133.89,64,0,40902,53,-,UDP
10549,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
2389,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
0,10.0.2.15,23.64.121.83,64,0,40620,443,-,UDP
10550,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10551,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
2390,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2391,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10552,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10553,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10554,10.206.133.89,10.0.2.15,64,0,53,33398,-,UDP
10555,10.206.133.89,10.0.2.15,64,0,53,35271,-,UDP
2392,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2393,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
30511,10.0.2.15,10.206.133.89,64,0,46173,53,-,UDP
10556,10.206.133.89,10.0.2.15,64,0,53,39462,-,UDP
10557,10.206.133.89,10.0.2.15,64,0,53,36271,-,UDP
63987,10.0.2.15,10.206.133.89,64,0,41989,53,-,UDP
10558,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
10559,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
48567,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
48568,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
10560,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
48569,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
10563,10.206.133.89,10.0.2.15,64,0,53,38890,-,UDP
10564,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10565,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10566,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10567,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10568,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10569,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10570,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10571,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10572,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10573,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10574,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10575,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10576,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10577,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10578,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10579,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10580,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10581,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10582,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10583,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10584,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10585,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10586,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10587,10.206.133.89,10.0.2.15,64,0,53,50559,-,UDP
10588,10.206.133.89,10.0.2.15,64,0,53,46173,-,UDP
10589,10.206.133.89,10.0.2.15,64,0,53,49594,-,UDP
10590,10.206.133.89,10.0.2.15,64,0,53,41989,-,UDP
10591,54.239.17.248,10.0.2.15,64,0,443,33468,-A-,TCP
1859,10.0.2.15,54.239.17.248,64,0,33468,443,-A-,TCP
10592,54.239.17.248,10.0.2.15,64,0,443,33468,-A-,TCP
1860,10.0.2.15,54.239.17.248,64,0,33468,443,-A-,TCP
43199,10.0.2.15,10.206.133.89,64,0,52205,53,-,UDP
0,10.0.2.15,23.64.121.83,64,0,40620,443,-,UDP
10593,10.206.133.89,10.0.2.15,64,0,53,51710,-,UDP
60218,10.0.2.15,34.120.208.123,64,0,43312,443,S--,TCP
10594,10.206.133.89,10.0.2.15,64,0,53,40902,-,UDP
34206,10.0.2.15,3.161.8.128,64,0,48086,80,S--,TCP
20109,10.0.2.15,3.161.8.128,64,0,48092,80,S--,TCP
18618,10.0.2.15,3.161.8.128,64,0,48106,80,S--,TCP
7621,10.0.2.15,3.161.8.128,64,0,48108,80,S--,TCP
1015,10.0.2.15,23.64.121.17,64,0,59646,80,S--,TCP
10595,34.120.208.123,10.0.2.15,64,0,443,43312,SA-,TCP
60219,10.0.2.15,34.120.208.123,64,0,43312,443,-A-,TCP
60220,10.0.2.15,34.120.208.123,64,0,43312,443,-A-,TCP
10596,34.120.208.123,10.0.2.15,64,0,443,43312,-A-,TCP
10597,34.120.208.123,10.0.2.15,64,0,443,43312,-A-,TCP
10598,10.206.133.89,10.0.2.15,64,0,53,52205,-,UDP
10599,3.161.8.128,10.0.2.15,64,0,80,48086,SA-,TCP
10600,3.161.8.128,10.0.2.15,64,0,80,48106,SA-,TCP
10601,3.161.8.128,10.0.2.15,64,0,80,48108,SA-,TCP
10602,3.161.8.128,10.0.2.15,64,0,80,48092,SA-,TCP
10603,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
34207,10.0.2.15,3.161.8.128,64,0,48086,80,-A-,TCP
18619,10.0.2.15,3.161.8.128,64,0,48106,80,-A-,TCP
7622,10.0.2.15,3.161.8.128,64,0,48108,80,-A-,TCP
20110,10.0.2.15,3.161.8.128,64,0,48092,80,-A-,TCP
7623,10.0.2.15,3.161.8.128,64,0,48108,80,-A-,TCP
18620,10.0.2.15,3.161.8.128,64,0,48106,80,-A-,TCP
10604,3.161.8.128,10.0.2.15,64,0,80,48108,-A-,TCP
10605,3.161.8.128,10.0.2.15,64,0,80,48106,-A-,TCP
10606,34.120.208.123,10.0.2.15,64,0,443,43312,-A-,TCP
10607,34.120.208.123,10.0.2.15,64,0,443,43312,-A-,TCP
60222,10.0.2.15,34.120.208.123,64,0,43312,443,-A-,TCP
60223,10.0.2.15,34.120.208.123,64,0,43312,443,-A-,TCP
10608,34.120.208.123,10.0.2.15,64,0,443,43312,-A-,TCP
60224,10.0.2.15,34.120.208.123,64,0,43312,443,-A-,TCP
34208,10.0.2.15,3.161.8.128,64,0,48086,80,-A-,TCP
10609,23.64.121.17,10.0.2.15,64,0,80,59646,SA-,TCP
10610,3.161.8.128,10.0.2.15,64,0,80,48086,-A-,TCP
1016,10.0.2.15,23.64.121.17,64,0,59646,80,-A-,TCP
20111,10.0.2.15,3.161.8.128,64,0,48092,80,-A-,TCP
10611,3.161.8.128,10.0.2.15,64,0,80,48092,-A-,TCP
1017,10.0.2.15,23.64.121.17,64,0,59646,80,-A-,TCP
3619,10.0.2.15,3.161.13.145,64,0,47410,443,S--,TCP
10612,23.64.121.17,10.0.2.15,64,0,80,59646,-A-,TCP
10613,3.161.8.128,10.0.2.15,64,0,80,48108,-A-,TCP
10614,3.161.8.128,10.0.2.15,64,0,80,48106,-A-,TCP
10615,3.161.13.145,10.0.2.15,64,0,443,47410,SA-,TCP
7624,10.0.2.15,3.161.8.128,64,0,48108,80,-A-,TCP
18621,10.0.2.15,3.161.8.128,64,0,48106,80,-A-,TCP
3620,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
10616,3.161.8.128,10.0.2.15,64,0,80,48086,-A-,TCP
10617,23.64.121.17,10.0.2.15,64,0,80,59646,-A-,TCP
34209,10.0.2.15,3.161.8.128,64,0,48086,80,-A-,TCP
1018,10.0.2.15,23.64.121.17,64,0,59646,80,-A-,TCP
3621,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
10618,3.161.8.128,10.0.2.15,64,0,80,48092,-A-,TCP
10619,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
10620,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
20112,10.0.2.15,3.161.8.128,64,0,48092,80,-A-,TCP
10621,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
10622,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
3623,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
3624,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
10623,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
3625,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
0,10.0.2.15,23.64.121.83,64,0,40620,443,-,UDP
0,10.0.2.15,23.64.121.83,64,0,40620,443,-,UDP
37001,10.0.2.15,54.227.14.37,64,0,40090,443,S--,TCP
19598,10.0.2.15,54.227.14.37,64,0,40106,443,S--,TCP
10625,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
10626,23.64.121.83,10.0.2.15,64,0,443,40620,-,UDP
0,10.0.2.15,23.64.121.83,64,0,40620,443,-,UDP
2394,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10627,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
19451,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10628,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
19452,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10629,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10630,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
48570,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
10631,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
6266,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
10632,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
10633,54.227.14.37,10.0.2.15,64,0,443,40090,SA-,TCP
0,10.0.2.15,54.227.14.37,64,0,40090,443,---,TCP
19454,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10634,54.227.14.37,10.0.2.15,64,0,443,40106,SA-,TCP
10635,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
0,10.0.2.15,54.227.14.37,64,0,40106,443,---,TCP
10636,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
2395,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10637,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
6267,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
10640,44.215.141.185,10.0.2.15,64,0,443,60256,-A-,TCP
48571,10.0.2.15,44.215.141.185,64,0,60256,443,-A-,TCP
3626,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
10641,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
6268,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
13332,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
19457,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10642,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
10643,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
1688,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
2396,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2398,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2400,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10644,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10645,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10646,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10647,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10648,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
2402,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2417,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10657,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10658,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10659,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10660,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10661,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10662,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10663,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10664,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
2422,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10665,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10666,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10667,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10668,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10669,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
3627,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
10670,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10671,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10672,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10673,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10674,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10675,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10676,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10677,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
2435,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2438,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2444,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10678,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10679,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10680,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10681,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10682,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10683,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10684,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10685,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10686,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10687,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10688,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
10689,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10690,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10691,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10692,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10693,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
2450,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2451,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10694,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10695,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10696,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10697,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10698,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10699,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10700,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10701,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10702,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10703,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10704,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10705,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10706,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10707,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10708,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10709,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10710,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10711,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
6269,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
2466,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
2469,10.0.2.15,44.215.141.185,64,0,60250,443,-A-,TCP
10712,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10713,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10714,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10715,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10716,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10717,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10718,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10719,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10720,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
10721,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10722,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10723,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10724,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10725,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10726,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10727,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10728,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
10729,44.215.141.185,10.0.2.15,64,0,443,60250,-A-,TCP
1689,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
10730,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
1690,10.0.2.15,54.227.14.37,64,0,40058,443,-A-,TCP
10731,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
13333,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
13334,10.0.2.15,54.227.14.37,64,0,40056,443,-A-,TCP
12090,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
10732,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
10733,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
10734,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
52253,10.0.2.15,34.107.243.93,64,0,53474,443,S--,TCP
10735,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
3628,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
10736,34.107.243.93,10.0.2.15,64,0,443,53460,-A-,TCP
6270,10.0.2.15,34.107.243.93,64,0,53460,443,-A-,TCP
3629,10.0.2.15,3.161.13.145,64,0,47410,443,-A-,TCP
12091,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
12092,10.0.2.15,54.227.14.37,64,0,40074,443,-A-,TCP
10737,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
10738,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
10739,54.227.14.37,10.0.2.15,64,0,443,40074,-A-,TCP
10740,3.161.13.145,10.0.2.15,64,0,443,47410,-A-,TCP
19461,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10741,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10742,34.107.243.93,10.0.2.15,64,0,443,53474,SA-,TCP
52254,10.0.2.15,34.107.243.93,64,0,53474,443,-A-,TCP
19462,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
19463,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10743,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
10744,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
19464,10.0.2.15,54.227.14.37,64,0,40046,443,-A-,TCP
10745,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
52255,10.0.2.15,34.107.243.93,64,0,53474,443,-A-,TCP
0,10.0.2.15,69.192.119.154,64,0,39333,443,-,UDP
0,10.0.2.15,69.192.119.154,64,0,39333,443,-,UDP
10746,34.107.243.93,10.0.2.15,64,0,443,53474,-A-,TCP
10747,54.227.14.37,10.0.2.15,64,0,443,40056,-A-,TCP
0,10.0.2.15,54.227.14.37,64,0,40056,443,---,TCP
10748,54.227.14.37,10.0.2.15,64,0,443,40058,-A-,TCP
10749,54.227.14.37,10.0.2.15,64,0,443,40046,-A-,TCP
0,10.0.2.15,54.227.14.37,64,0,40058,443,---,TCP
13796,10.0.2.15,10.206.133.89,64,0,39328,53,-,UDP
